Country Name,Year,"Inflation, consumer prices (annual %)",Consumer Price Index,GDP growth (annual %),GDP (current US$),GDP per capita (current US$),GDP per capita growth (annual %),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Population, total ","Labor force, total ","Foreign direct investment, net (BoP, current US$)","Foreign direct investment, net inflows (% of GDP) ","Exports of goods and services (BoP, current US$)","Imports of goods and services (BoP, current US$) ",Political Stability and Absence of Violence/Terrorism: Estimate ,Control of Corruption: Estimate,Government Effectiveness: Estimate,Regulatory Quality: Estimate,Rule of Law: Estimate ,High-technology exports (current US$)
Kenya,2008,26.23981664,88.0581565,0.232282745,35895153328,915.9989157,-2.709449404,2.976,39186895,16235546,95585680.23,0.266291327,8290551190,12559189062,-1.393615365,-1.068366289,-0.624475121,-0.277211368,1.628714204,80113876
Kenya,2009,9.234125924,96.18955755,3.306939816,42347217913,1049.121794,0.293173947,2.92,40364444,16792371,116257609,0.274534231,7385115565,11301655303,-1.425580621,-1.07073009,-0.664479375,-0.178242475,1.591320157,98505674
Kenya,2010,3.961388891,100,8.058473603,45405615233,1093.639628,5.0563909,2.846,41517895,17354366,178064606.8,0.392164286,8983066273,13531331102,-1.165523529,-0.911055028,-0.582948446,-0.136400819,1.631022215,117835302
Kenya,2011,14.02249396,114.022494,5.12110612,46869473166,1099.315465,2.366419735,2.859,42635144,17926485,1450474757,3.094711033,9967810101,16327969124,-1.244790792,-0.963742495,-0.578526676,-0.240827635,1.590986013,108958800
Kenya,2012,9.377767482,124.7152583,4.568679614,56396704833,1289.780795,1.960400987,2.844,43725806,18509902,1380173662,2.447259403,11205421063,17915544715,-1.323441267,-1.098877668,-0.540134847,-0.317458749,1.620341778,105985973
Kenya,2013,5.71749357,131.8458452,3.797848393,61671440481,1376.829206,1.326292507,2.831,44792368,19107609,1118825000,1.81417037,10978240069,18296308718,-1.166930914,-1.035941601,-0.477090716,-0.326215893,1.549293876,78074332
Kenya,2014,6.878154993,140.9144068,5.020111002,68285796663,1489.919724,2.63818993,2.796,45831863,19718332,820937598.4,1.202208422,11243141970,20278677216,-1.282247186,-0.938904762,-0.358016878,-0.348395675,1.606930375,86056843
Kenya,2015,6.582174403,150.1896388,4.967721128,70120446664,1496.653568,2.683317425,2.774,46851488,20338656,619724465,0.883799939,10608334366,17669402825,-1.241347909,-1.030673742,-0.393306106,-0.368477911,1.562773108,81208729
Kenya,2016,6.297157525,159.6473169,4.213517068,74815143796,1562.076611,1.943668144,2.76,47894670,20989035,469533310.7,0.627591269,9912816058,16171497969,-1.354456544,-0.913663983,-0.401780695,-0.357900858,1.580512166,136063971
Kenya,2017,8.005722791,172.4282386,3.837958174,82036511259,1675.98843,1.603146616,3.52,48948137,21588086,1346085345,1.640836896,10448709926,19080378459,-1.128438354,-0.975330949,-0.390950412,-0.278868884,1.60738492,48617467
Kenya,2018,4.689819761,180.5148122,5.647946407,92202979941,1845.783413,3.522084435,4.245,49953304,22178699,767761506.7,0.832686218,11564054354,20167353326,-1.179692149,-0.862696052,-0.493594706,-0.265344054,1.475686669,54893806
Kenya,2019,5.235859994,189.966315,5.114158858,100378000000,1970.080063,3.05495785,5.01,50951450,22775099,469940266.8,0.468168549,11471244797,20408411990,-1.105736017,-0.807418883,-0.441803724,-0.338947535,1.42403543,82475865
Kenya,2020,5.404814672,200.2336423,-0.272766327,100658000000,1936.250752,-2.256979503,5.616,51985780,23230574,426305189.4,0.423520518,9709330229,17717187854,-1.007226825,-0.876583576,-0.398768902,-0.517190576,1.335382342,85950665
Kenya,2021,6.110909164,212.4697383,7.590489473,109704000000,2069.661137,5.520436304,5.644,53005614,24116304,463348935.7,0.422364157,11825108492,21853030898,-1.032414198,-0.735883415,-0.324745864,-0.460586369,1.390642166,57055936
Kenya,2022,7.656874561,228.7382796,4.846634856,113420000000,2099.301938,2.863571211,5.502,54027487,24985164,393583092.1,0.34701381,13859272920,24406255818,-0.94308722,-0.759701312,-0.300569445,-0.38082996,1.371688485,81559865
Mexico,2008,5.124982746,91.1790807,1.143584587,1109990000000,10119.82106,-0.130355618,3.87,109684489,46141022,-29064536207,2.680443083,316230000000,343107000000,-0.804012358,-0.309849888,0.160689965,0.31256935,-0.68928355,43655038390
Mexico,2009,5.297355842,96.00916106,-5.285744137,900047000000,8104.922573,-6.449903052,5.36,111049428,46933484,-7988498365,2.183395596,250811000000,265639000000,-0.686627805,-0.365960121,0.141515777,0.177682906,-0.562868834,38922314346
Mexico,2010,4.156727227,100,5.118118143,1057800000000,9399.964709,3.732851948,5.3,112532401,47714802,-12629308066,2.885677931,320971000000,334604000000,-0.726463437,-0.439748138,0.096291386,0.156337783,-0.552031338,49220998354
Mexico,2011,3.407378246,103.4073782,3.66300793,1180490000000,10341.50024,2.193587578,5.17,114150481,48766229,-12321948145,2.024144027,373578000000,389575000000,-0.667768598,-0.474737763,0.252327204,0.184377462,-0.549887717,52263263695
Mexico,2012,4.111509811,107.6589827,3.642322679,1201090000000,10376.0905,2.204898981,4.89,115755909,50313010,543222041,1.517915086,396146000000,410739000000,-0.662454188,-0.484527588,0.296199024,0.418743193,-0.535180092,57554228142
Mexico,2013,3.806390697,111.7569043,1.354091962,1274440000000,10865.68729,0.02784915,4.91,117290686,51144538,-32895812496,3.996052061,408118000000,424038000000,-0.714223802,-0.59152025,0.302665353,0.418155193,-0.549149871,58517564993
Mexico,2014,4.018616081,116.2479852,2.849773255,1315360000000,11076.13411,1.580820663,4.81,118755887,51654365,-22844066945,2.162018448,428894000000,445471000000,-0.853918791,-0.842649996,0.134463102,0.359438211,-0.406367481,61491327493
Mexico,2015,2.72064065,119.4106751,3.293151528,1171870000000,9753.400562,2.094717824,4.31,120149897,52690172,-25271470556,3.093333707,413793000000,439616000000,-0.801780105,-0.888690233,0.117857642,0.276325017,-0.454451054,60215238507
Mexico,2016,2.821707847,122.7800955,2.630532425,1078490000000,8875.082069,1.474053227,3.86,121519221,53525389,-31029390402,3.606795807,408400000000,432088000000,-0.633718133,-0.850071728,0.027869176,0.199013442,-0.580000639,62439833022
Mexico,2017,6.04145724,130.1978025,2.113129135,1158910000000,9434.378179,1.015816185,3.42,122839258,54238561,-30029162669,2.857326494,447832000000,470520000000,-0.806073427,-0.951904118,-0.065339759,0.182092488,-0.585919917,69631039375
Mexico,2018,4.899350154,136.5766487,2.194994725,1222410000000,9857.007487,1.227050123,3.27,124013861,55360235,-25735782135,3.096897567,490695000000,517349000000,-0.673981011,-0.948684394,-0.292913616,0.084375463,-0.641823947,74815823506
Mexico,2019,3.635961421,141.542523,-0.199047772,1269010000000,10145.15263,-1.053918176,3.48,125085311,56818605,-23937600783,2.356672336,502464000000,507592000000,-0.843628824,-0.917184711,-0.306652963,0.012595196,-0.658984363,75162629529
Mexico,2020,3.396834156,146.3504877,-7.98791234,1090510000000,8654.997325,-8.654637261,4.45,125998302,53127554,-25940628868,2.890275278,443575000000,424896000000,-0.791369319,-0.921504736,-0.26993987,-0.012910045,-0.646558285,71003025509
Mexico,2021,5.689208477,154.6766721,4.720565298,1272840000000,10045.67637,4.136372212,4.09,126705138,56993986,-33076548516,2.630144096,533220000000,558969000000,-0.688360929,-1.020310044,-0.342298776,-0.251374453,-0.806147993,74932493342
Mexico,2022,7.896276192,166.8903693,3.06238019,1414190000000,11091.30543,2.41655401,3.308,127504125,58701105,-21561433050,2.752959014,626298000000,668615000000,-0.691959739,-1.011866212,-0.280898958,-0.148309499,-0.866642535,75734905933
Russian Federation,2008,14.11076778,83.8261661,5.199969265,1660848058303,11635.28418,5.246210018,6.21,142742366,75920555,-19120290000,4.502694249,523433950000,366228060000,-0.7499338984,-1.125228643,-0.4167818427,-0.349167258,1.594892859,5470082684
Russian Federation,2009,11.64732958,93.58967594,-7.799993913,1222645887209,8562.824219,-7.827749977,8.3,142785349,75961316,6697430000,2.992125552,342951140000,247320870000,-0.9699265957,-1.141306877,-0.4972360134,-0.288328469,1.558843374,4756271283
Russian Federation,2010,6.849392303,100,4.5,1524916698233,10674.99023,4.453096398,7.37,142849468,75875081,9448500000,2.83082873,441833180000,320958410000,-0.9294587374,-1.099214792,-0.6016868949,-0.310507625,1.618847609,5263180850
Russian Federation,2011,8.440464859,108.4404649,4.300029186,2045922727570,14311.06445,4.218723339,6.54,142960908,76076120,11767160000,2.692361215,573448160000,410050100000,-0.9982621074,-1.074376822,-0.6014446616,-0.311618179,1.660753489,5731651464
Russian Federation,2012,5.074743008,113.9435398,4.024086157,2208293528674,15420.8584,3.849151935,5.44,143201721,75911657,-1765140000,2.290798725,589773980000,444697740000,-0.8177126646,-1.051571608,-0.5349146128,-0.346864879,1.724078059,7709720644
Russian Federation,2013,6.753710262,121.6389563,1.755422149,2292470104248,15974.62305,1.538973517,5.46,143506995,75613136,17287630000,3.01940208,591958000000,469651090000,-0.7360936403,-1.020386815,-0.4521651566,-0.357476294,1.69718194,9200859430
Russian Federation,2014,7.823411839,131.1552728,0.7362672214,2059241582146,14095.64648,-1.045262038,5.16,143819667,75425759,35050840000,1.069876414,562550590000,428897620000,-0.9436174631,-0.918525219,-0.1945813,-0.402516544,1.820654988,10399907502
Russian Federation,2015,15.53440505,151.5294641,-1.972719226,1363482179761,9313.021484,-2.183885472,5.57,144096870,75122849,15232100000,0.5026079623,393034910000,281789010000,-1.032223463,-0.9736852646,-0.3312829137,-0.58007884,1.778781414,11449519430
Russian Federation,2016,7.04244763,162.2008473,0.1936900717,1276786344534,8704.894531,0.01024792043,5.56,144342397,75182854,-10224570000,2.548500001,332352610000,266096560000,-0.9476881623,-0.8381428719,-0.3230351806,-0.443195045,1.785961628,11205912967
Russian Federation,2017,3.683329444,168.1752389,1.825790064,1574199355093,10720.33203,1.709385694,5.21,144496739,74610600,8199590000,1.814092981,410482810000,327248060000,-0.6427596211,-0.9140186906,-0.190596655,-0.526768148,1.784070969,10359155449
Russian Federation,2018,2.878297236,173.0158221,2.80724541,1657328764646,11287.35449,2.815524107,4.85,144477859,74501321,22592030000,0.5300607935,508560910000,343584860000,-0.5383756757,-0.8691180348,-0.1035852283,-0.562712371,1.802677035,10075334763
Russian Federation,2019,4.470366608,180.7502637,2.198075714,1693114993990,11536.25879,2.243979517,4.5,144406261,73598523,-10051630000,1.888517325,481686310000,352358280000,-0.5510991216,-0.8219548464,0.02432450652,-0.47659722,1.837814331,10756539589
Russian Federation,2020,3.381659372,186.8626219,-2.653654501,1493075887460,10194.44141,-2.451026929,5.59,144073139,73064922,-3631810000,0.6348511874,381489920000,304836760000,-0.66740942,-0.9299479127,-0.1109425649,-0.483847022,1.835626006,6524883012
Russian Federation,2021,6.69445892,199.3720633,5.614290376,1836892075548,12593.15723,6.045474051,4.72,143449286,73367843,25432780000,2.202088546,549900430000,379945620000,-0.7079018354,-0.920365572,-0.2104962021,-0.542337775,1.820004106,10553177551
Russian Federation,2022,,,-2.069711525,2240422438363,15345.09668,-2.162417837,5.50%,143555736,72504951,26927550000,-1.787319182,639363650000,347797300000,-0.91899544,-0.9793873429,-0.6954110265,-1.141972661,1.779277682,11158753000
Rwanda,2008,15.43821387,88.75759922,11.16126132,5179804291,529.52427,8.219975419,11.857,9781996,3433301,102289999.9,1.974785034,285883149,1453523461,-0.327669591,0.108792886,-0.22220996,-0.532337666,1.308669209,1378527
Rwanda,2009,12.94439784,100.246736,6.248262042,5674428928,564.9718753,3.479419493,11.92,10043737,3532102,118670000,2.091311769,1516645919,3238743010,-0.506896436,0.108438961,-0.280257672,-0.335741609,1.28708303,1487827
Rwanda,2010,-0.246128693,100,7.334648333,6124693374,594.1095118,4.572483955,11.895,10309031,3635144,216192556.8,3.529851106,702728416,1643831659,-0.272093862,0.365169644,-0.15843907,-0.239782363,1.319658637,1237489
Rwanda,2011,3.080170692,103.0801707,7.958376403,6884907733,650.936182,5.22392023,11.877,10576932,3742460,112127535.8,1.628598961,953287991.1,2178010849,-0.17711778,0.362672299,-0.021046992,-0.18134591,1.303699255,3358224
Rwanda,2012,10.27101823,113.6675538,8.641517545,7654782979,706.139034,6.001710229,11.858,10840334,3843907,269615550.4,3.522184118,1120380851,2374196134,-0.230615199,0.559880137,-0.101652063,-0.12608774,1.351365805,1097405
Rwanda,2013,5.92426868,120.4015251,4.719855388,7820052084,704.4235236,2.25767216,11.906,11101350,3940991,233763793.6,2.989286914,1298831987,2453480228,-0.110951617,0.625127435,-0.026739789,-0.030156894,1.436062217,2392667
Rwanda,2014,2.354490528,123.2363676,6.167163146,8239042500,724.7286812,3.67277271,11.876,11368451,4042993,313997162.8,3.811088033,1328277649,2653520560,-0.313469648,0.77630049,-0.052253399,0.185563326,1.598023415,6763641
Rwanda,2015,2.528502842,126.3524027,8.85684723,8543869360,733.8228504,6.290311058,11.828,11642959,4152626,162083821,1.897077473,1449025170,2938738012,0.002518378,0.597625196,-0.146019995,0.147564426,1.485624194,8666022
Rwanda,2016,7.17434302,135.4173575,5.97075689,8695318854,728.806677,3.413261454,11.86,11930899,4270829,279747327.6,3.217217589,1516645919,3056245184,-0.066518664,0.618455648,0.013704088,0.011626933,1.38481319,5547309
Rwanda,2017,8.279536723,146.6292873,3.936611132,9252833678,756.5476049,1.391891902,11.88,12230339,4399260,274025990.7,2.961535895,1903903239,3070592531,0.078270361,0.607264578,0.178770423,0.08438345,1.529440165,3552188
Rwanda,2018,-0.31121016,146.172962,8.539836454,9636510839,768.9641303,5.928769004,12.1,12531808,4025709,366192315.5,3.800050886,2043256454,3341377477,0.101642534,0.535657406,0.079529911,0.033973776,1.494167566,3489240
Rwanda,2019,3.34787655,151.0666524,9.46402534,10346675636,806.1280144,6.878002017,12.43,12835028,4085693,263172335.2,2.543544849,2254674809,3737157738,0.056940533,0.521026969,0.092924267,-0.01019153,1.497002721,6910597
Rwanda,2020,9.850399023,165.9473204,-3.373986332,10172925172,773.8205575,-5.662297223,13.01,13146362,4544104,152614121,1.500198993,1928961923,3577564318,0.069421276,0.528032601,0.274038255,-0.000359975,1.473686934,5221135
Rwanda,2021,,,10.87673379,11055281971,821.2281941,8.277953271,13.315,13461888,4588673,211896128.9,1.916695833,2109855180,3855825826,0.071905822,0.573205888,0.227907389,0.061051052,1.540563464,9507315
Rwanda,2022,17.68920956,194.5377813,8.157487721,13312796765,966.3271101,5.685991379,13.009,13776698,4654245,398599354.8,2.994106812,2994313556,4979530670,0.030513978,0.561202586,0.23248598,0.162929788,1.558240294,8654732
Saudi Arabia,2008,9.870247913,90.36144618,6.249772752,519797000000,18944.85735,2.232938638,5.08,27437353,9918243,39455863929,7.590633222,322854000000,176685000000,-0.336524427,-0.014675688,-0.109230503,0.120269671,-1.43818152,180686087
Saudi Arabia,2009,5.057223147,94.93122616,-2.059249189,429098000000,15064.63128,-5.657418037,5.38,28483797,10391085,36457666667,8.496351702,202057000000,162069000000,-0.492535233,-0.020552717,-0.110996947,0.159869671,-1.25304389,209615935
Saudi Arabia,2010,5.339416806,100,5.039492888,528207000000,17958.94783,1.724833907,5.55,29411929,11040155,29232706667,5.534324639,261831000000,174203000000,-0.226726979,0.036955286,-0.023695663,0.15966104,-1.236002564,202105315
Saudi Arabia,2011,5.826216088,105.8262161,10.99376163,676635000000,22441.57114,8.273244386,5.77,30150945,11614140,16308280000,2.410204939,376224000000,197977000000,-0.464799643,-0.312528074,-0.317042857,0.024820386,-1.282681704,213847737
Saudi Arabia,2012,2.866268875,108.85948,5.427394266,741850000000,24069.20331,3.133563625,5.52,30821543,12176429,12182373333,1.642161297,399419000000,215206000000,-0.480688244,-0.045678299,0.019089401,0.099087514,-1.094172716,258048046
Saudi Arabia,2013,3.532524707,112.704968,2.850342991,753865000000,23945.51231,0.691065527,5.6,31482498,12635859,8864693333,1.175900022,387746000000,229995000000,-0.431784123,-0.027216319,0.058050316,0.07968884,-0.914480269,289531029
Saudi Arabia,2014,2.236290315,115.2253783,4.027651215,766606000000,23862.80119,1.94530192,5.72,32125564,12977992,8011786667,1.045098424,354973000000,259007000000,-0.285844654,0.081855386,0.193452343,-0.006104905,-0.592921734,254585412
Saudi Arabia,2015,1.206073222,116.6150807,4.690145073,669484000000,20442.36606,2.694521078,5.6,32749848,13441489,8141026667,1.216014427,218010000000,247307000000,-0.634387195,0.021638941,0.155576512,0.004832044,-0.651138127,278105529
Saudi Arabia,2016,2.068840361,119.0276606,2.363074579,666000000000,19930.40754,0.321643717,5.6,33416270,13967604,7452533333,1.118999201,200860000000,198110000000,-0.472771108,0.198666751,0.214581698,0.064568758,-0.662258983,421118918
Saudi Arabia,2017,-0.83819458,118.0299772,-0.069698016,714995000000,20910.48296,-2.3400685,5.89,34193122,13926541,1418843614,0.198441139,239993000000,201976000000,-0.649576366,0.33179605,0.210747719,-0.017686596,-0.650523126,261725660
Saudi Arabia,2018,2.45814158,120.9313211,2.762243738,846584000000,24175.58312,0.341212854,6.03,35018133,14523667,4247107441,0.501675973,314917000000,209589000000,-0.660840631,0.329810768,0.273761809,-0.090882264,-0.602161288,252680855
Saudi Arabia,2019,-2.093333333,118.3998255,0.832280327,838565000000,23405.70611,-1.445208185,5.64,35827362,15485557,4562573671,0.544093216,285860000000,218941000000,-0.623455822,0.246477008,0.261315554,-0.088528037,-0.610560477,270579691
Saudi Arabia,2020,3.44545826,122.479242,-4.341387678,734271000000,20398.06099,-4.79246757,7.45,35997107,15995144,5399157040,0.735308311,182848000000,182184000000,-0.650508463,0.240839511,0.114084966,0.24940148,-0.655076623,217407451
Saudi Arabia,2021,3.063289889,126.2311363,3.921724119,868586000000,24160.67605,4.056751496,6.692,35950396,15683138,19285643585,2.220349676,286502000000,213016000000,-0.59113127,0.282737106,0.465890735,0.323760301,-0.661812484,234850000
Saudi Arabia,2022,2.474073719,129.3541876,8.744153628,1108150000000,30436.2783,7.374954355,5.635,36408820,15913705,7886341958,0.711668026,442569000000,258789000000,-0.362989008,0.356948316,0.583050787,0.418585479,-0.479640156,235065834
Singapore,2008,6.627781774,96.67698861,1.863483455,193617000000,40008.57676,-3.415492694,3.96,4839396,2754182,13598298537,7.023285255,443372000000,403369000000,1.344676137,2.231617928,2.469659805,1.868738413,-0.472401887,123643000000
Singapore,2009,0.596720257,97.25387979,0.127953383,194150000000,38926.81311,-2.846771949,5.86,4987573,2891754,23436064060,12.07109204,370526000000,324906000000,1.179591179,2.206720352,2.307152987,1.775740385,-0.504221857,99666676750
Singapore,2010,2.823661349,100,14.51974971,239808000000,47236.67154,12.50852155,4.12,5076732,2990116,55322434162,23.06947732,474817000000,411718000000,1.169414878,2.171362877,2.281125546,1.783599377,-0.330831766,131843000000
Singapore,2011,5.247793398,105.2477934,6.214934169,279357000000,53891.46229,4.023381649,3.89,5183688,3083320,49155657316,17.59602969,568009000000,491028000000,1.191421747,2.102997065,2.193817139,1.783230543,-0.304123908,132144000000
Singapore,2012,4.575602704,110.0635143,4.435497594,295093000000,55547.54625,1.904462237,3.72,5312437,3185075,55310807548,18.74352748,580505000000,509016000000,1.368174553,2.115708113,2.202586174,1.957902074,-0.25050208,136447000000
Singapore,2013,2.358604154,112.6594769,4.817630991,307576000000,56967.42579,3.133979149,3.86,5399162,3244474,64389514904,20.93448104,600013000000,528921000000,1.378178358,2.07050252,2.128522158,1.960108399,-0.146716297,143334000000
Singapore,2014,1.02514803,113.8144033,3.935540277,314864000000,57564.80231,2.594723155,3.74,5469724,3339133,68698472831,21.81848808,604392000000,530589000000,1.186271429,2.067563772,2.218090773,2.226360083,0.070237465,144926000000
Singapore,2015,-0.522618167,113.2195886,2.976799316,307999000000,55645.60686,1.762324686,3.79,5535002,3437533,69774553125,22.65418269,549422000000,465345000000,1.29889214,2.050846577,2.248770714,2.252235413,0.038801968,138735000000
Singapore,2016,-0.53226874,112.6169561,3.601656039,319030000000,56895.64334,2.266173007,4.08,5607283,3480133,65362989167,20.48804017,525353000000,441743000000,1.477468967,2.041591167,2.214573145,2.17064333,0.096975163,134922000000
Singapore,2017,0.57626031,113.2659229,4.544728218,343273000000,61164.89736,4.452147342,4.2,5612253,3474178,102160000000,29.76051723,588935000000,497447000000,1.59912312,2.088041544,2.225288391,2.108635426,0.116847567,146752000000
Singapore,2018,0.438620118,113.76273,3.57543271,376870000000,66836.53851,3.090075215,3.641,5638676,3471429,81160897313,21.53553919,668380000000,557190000000,1.468008995,2.134553909,2.23167038,2.121737957,0.109598584,154867000000
Singapore,2019,0.565260569,114.4057859,1.331261327,376837000000,66070.47067,0.178353465,3.1,5703569,3527441,105293000000,27.94125657,661706000000,550594000000,1.480305552,2.120105982,2.231719255,2.154437542,0.063206613,150031000000
Singapore,2020,-0.181916667,114.1976627,-3.901053402,348392000000,61274.00646,-3.600848086,4.1,5685807,3511798,78447583787,22.5170338,634034000000,525324000000,1.438414216,2.118317366,2.284572601,2.205299139,0.077767387,159928000000
Singapore,2021,2.30485959,116.8297585,8.882353997,423797000000,77710.06996,13.51912685,3.54,5453566,3418165,138544000000,32.69116674,781068000000,631615000000,1.442324996,2.13980794,2.250112772,2.22689867,0.171731099,163985000000
Singapore,2022,6.12106004,123.9809781,3.646972071,466789000000,82807.64908,0.273797564,2.758,5637022,3492851,140844000000,30.17298846,870806000000,701629000000,1.45994246,2.094723701,2.144825935,2.214378357,0.146466091,162096000000
South Africa,2008,10.07457552,89.60562967,3.191043886,316131000000,6251.877175,2.028404688,19.51,50565812,21338378,9885001293,3.126866269,102840000000,107771000000,0.049528994,0.153828725,0.332178503,0.656967223,-0.999996305,2087704760
South Africa,2009,7.215314136,96.07095734,-1.538089135,329754000000,6444.18672,-2.702155972,20.51,51170779,21088301,7624489974,2.312174747,83531696821,82010756673,-0.11449261,0.125426695,0.310807675,0.449182034,-1.022645473,1482818276
South Africa,2010,4.089729895,100,3.039732881,417364000000,8059.562841,1.817735697,23.18,51784921,19990943,3693271715,0.884904607,107954000000,102974000000,-0.029427003,0.065393098,0.191702411,0.44557327,-0.953961968,2504733101
South Africa,2011,4.99926697,104.999267,3.168556279,458199000000,8737.04111,1.873318226,21.42,52443325,21055801,4139289123,0.903381441,126935000000,123358000000,0.02403157,-0.004233705,0.217559651,0.446406275,-0.91299665,2743376672
South Africa,2012,5.724657917,111.0101158,2.396232385,434401000000,8173.869138,1.04422917,21.79,53145033,21285409,4626029122,1.064922495,117935000000,123559000000,-0.0253867,-0.184170604,0.170115307,0.398661673,-0.831432939,2860653042
South Africa,2013,5.784469097,117.4314617,2.485468008,400886000000,7441.230854,1.099461735,22.04,53873616,21678833,8232518816,2.053580952,113644000000,122158000000,-0.046294536,-0.137831539,0.306189775,0.380482465,-0.714889407,2613566643
South Africa,2014,6.129837703,124.6298197,1.413826452,381199000000,6965.137897,-0.172220609,22.61,54729551,21981198,5791659020,1.519327438,110445000000,116208000000,-0.146388963,-0.124875419,0.165476799,0.230833724,-0.411822498,2806863732
South Africa,2015,4.540642277,130.288814,1.321862237,346710000000,6204.929901,-0.757928114,22.87,55876504,23120551,1521139945,0.438735792,96346520856,100803000000,-0.220544875,-0.07051044,0.087739252,0.208593905,-0.506872714,2818226377
South Africa,2016,6.571396422,138.8506084,0.664552308,323586000000,5735.066787,-0.309171167,24.02,56422274,23430091,2215307020,0.684612553,91482650746,89948758687,-0.149085,0.017409462,0.10193149,0.119783156,-0.455839783,2397477040
South Africa,2017,5.184246648,146.0489664,1.157946952,381449000000,6734.475153,0.766941613,23.99,56641209,23776332,2058579911,0.539673957,104172000000,99822924053,-0.284803957,-0.127464935,0.07089819,0.138913423,-0.430152923,2197945701
South Africa,2018,4.517165228,152.6462396,1.522329387,404159000000,7048.508112,0.285735634,24.22,57339635,23771537,5569462350,1.378037844,111373000000,109386000000,-0.237621993,-0.136328086,0.103732906,-0.040778168,-0.4276537,2091401860
South Africa,2019,4.12024587,158.9356399,0.303453235,388531000000,6688.774746,-0.987175236,25.54,58087055,24142655,5116098443,1.316779217,105833000000,103895000000,-0.283249706,-0.031051725,0.127881005,0.008505391,-0.464465976,1832830758
South Africa,2020,3.210035975,164.0375312,-6.342471149,337620000000,5741.641249,-7.481092762,24.34,58801927,22920638,3153552569,0.934055029,94058828195,79039249116,-0.252887934,-0.058959816,0.045240555,0.020494822,-0.577875257,1835041126
South Africa,2021,4.611672178,171.6024043,4.913096684,419016000000,7055.055176,3.870315289,28.77,59392255,23621462,40658789145,9.703406185,130882000000,104867000000,-0.75098139,-0.034114234,-0.071012698,-0.090708636,-0.421999156,1988763004
South Africa,2022,7.039726613,183.6827445,2.042299353,405870000000,6776.480077,1.187663214,29.806,59893885,24308964,9194808416,2.265458101,136112000000,127596000000,-0.72211808,-0.31976521,-0.125317961,-0.185125753,-0.321951181,2263095032
Spain,2008,4.07534336,98.51549828,0.8870670456,1631863493552,35510.72223,-0.7096448244,11.25,45954106,23150283,1691416117,4.54012423,419463895075,497008704624,-0.3830854595,1.178771973,0.9125031829,1.254889965,0.005417761,11248660432
Spain,2009,-0.2878130835,98.23195779,-3.763107042,1491472923707,32169.50285,-4.611747923,17.86,46362946,23364217,6148530894,0.6402941123,344306252582,357398106941,-0.47459957,1.054948092,0.9416823387,1.187052488,0.072423071,10374405678
Spain,2010,1.799864577,100,0.1629195178,1422108199783,30532.48051,-0.2971789039,19.86,46576897,23482007,1231202629,2.574300627,368535746091,383498000908,-0.3180437386,1.160037041,0.9429741502,1.15819037,0.097749457,11504349325
Spain,2011,3.196101888,103.1961019,-0.8143847766,1480710495710,31677.90031,-1.166203907,21.39,46742697,23558862,18152678384,1.812105242,437680992282,433130832743,0.02110453695,1.163212419,0.9724014997,1.060738206,0.129662588,13554458627
Spain,2012,2.446127824,105.7204104,-2.958922132,1324750738725,28322.94659,-3.021906537,24.79,46773055,23569775,-23366093923,1.57376618,416384215441,389403463363,-0.0295164492,1.170406342,1.057162166,0.947154939,0.084444158,13768258934
Spain,2013,1.408581092,107.2095682,-1.403341868,1355579535913,29077.18206,-1.079741265,26.09,46620045,23332032,-14263389022,3.494685674,446544426355,393493918471,0.01201775949,0.926997602,1.168251991,0.932680726,0.13549374,14479326037
Spain,2014,-0.1511148375,107.0475586,1.395775367,1371820537889,29513.65118,1.699352659,24.44,46480882,23091303,12972045516,2.401426131,459020212114,416502394718,0.2431217432,0.6895616651,1.173891306,0.74645406,0.155454814,14664458406
Spain,2015,-0.5003657099,106.5119293,3.838518877,1196156971280,25754.36103,3.919117265,22.06,46444832,23036096,33299356666,1.925923719,401953725855,365622811004,0.2411601394,0.6315897107,1.157853127,0.791497886,0.016313421,13109480801
Spain,2016,-0.2025980004,106.2961383,3.037774142,1233554967012,26537.15949,2.950815909,19.64,46484062,22977372,12384254172,3.587463923,417759276110,368366072538,0.4022144973,0.5703662038,1.095534325,0.996483803,0.045057837,15598981400
Spain,2017,1.956076334,108.3753719,2.975760729,1313245330198,28185.32137,2.734475155,17.22,46593236,22897891,14575952991,2.403614412,461906827976,414215243541,0.2708451152,0.5102778673,1.001219749,0.930574059,-0.15508239,14928178719
Spain,2018,1.674981369,110.1906392,2.284469419,1421702715218,30379.72111,1.837460464,15.25,46797754,22930164,-20511155392,4.123659565,499366966651,460884124894,0.2757791579,0.6128492951,0.9692878127,0.938154161,-0.221448287,15483660258
Spain,2019,0.6995189945,110.9614436,1.983966223,1394320055129,29581.51855,1.254631755,14.1,47134837,23139046,8921032437,1.856148637,486632817458,445719192186,0.2927009463,0.6665267348,0.9688812494,1.037264585,-0.183931217,15036520591
Spain,2020,-0.3227530173,110.6033122,-11.32543832,1276962685648,26959.67544,-11.75755913,15.53,47365655,22838137,20312705312,2.868551752,393773697758,375086661980,0.4113978744,0.7111802697,0.8542682528,0.755449116,-0.240638092,15725222510
Spain,2021,3.09313512,114.0244221,5.519594973,1427380681295,30103.51373,5.408112942,14.78,47415750,23384137,-19989700446,3.076229592,497867782398,476677863208,0.5091319084,0.7155031562,0.9092734456,0.797288954,0.069079861,23455675754
